Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
6,energy storage,6,energy;water,2,[21; 22]
0,solar integration w/ existing product,20,integrated phone solar charging,1,[55]
7,unconventional usage,7,time;container,1,[5]
0,solar integration w/ existing product,16,power;phone,3,[27; 28; 29]
9,energy saving,4,panels;panel,1,[60]
7,unconventional usage,11,lunar power,1,[15]
3,software integration,10,home;customers,1,[45]
7,unconventional usage,2,panels;power,1,[39]
5,control sensor,5,shadow;camera,2,[3; 4]
0,solar integration w/ existing product,15,solar power wipers,1,[57]
7,unconventional usage,19,solar generating paint,1,[52]
9,energy saving,21,smart light,1,[59]
5,control sensor,12,smart panel for shadow calculation,1,[19]
4,maintenance,4,panels;panel,2,[1; 2]
1,efficiency boosting,5,shadow;camera,1,[38]
3,software integration,14,generation loss due to clouds prediction,1,[25]
2,transportation,2,panels;power,3,[33; 34; 35]
1,efficiency boosting,1,panel;mirrors,3,[30; 31; 32]
9,energy saving,7,time;container,1,[46]
5,control sensor,4,panels;panel,1,[36]
0,solar integration w/ existing product,0,battery;deck,9,[6; 7; 8; 9; 10; 11; 12; 13; 14]
10,b2b service,4,panels;panel,1,[18]
1,efficiency boosting,13,giant solar panel,1,[24]
0,solar integration w/ existing product,4,panels;panel,1,[40]
0,solar integration w/ existing product,18,heat;energy,2,[43; 44]
1,efficiency boosting,17,power;panel,1,[47]
10,b2b service,1,panel;mirrors,1,[54]
0,solar integration w/ existing product,8,panels;batteries,2,[16; 17]
9,energy saving,6,energy;water,1,[20]
3,software integration,3,energy;storage,3,[48; 49; 50]
7,unconventional usage,15,solar power wipers,1,[56]
10,b2b service,10,home;customers,1,[58]
4,maintenance,15,solar power wipers,1,[26]
9,energy saving,9,smart fridge,1,[41]
0,solar integration w/ existing product,2,panels;power,1,[51]
3,software integration,8,panels;batteries,1,[23]
8,retrofit market,8,panels;batteries,1,[53]
7,unconventional usage,17,power;panel,1,[37]
2,transportation,4,panels;panel,1,[42]
